	mean	std	min	25%	50%	75%	max	dif_max_abs	digit_dif_max_abs	gauge_name	gauge_lat	gauge_lon	area_ana	area_gsim	area_gsim_quality	p_mean	pet_mean	et_mean	aridity	p_seasonality	asynchronicity	frac_snow	high_prec_freq	high_prec_dur	high_prec_timing	low_prec_freq	low_prec_dur	low_prec_timing	q_mean	runoff_ratio	stream_elas	slope_fdc	baseflow_index	hfd_mean	Q5	Q95	high_q_freq	high_q_dur	low_q_freq	low_q_dur	zero_q_freq	elev_gauge	elev_mean	slope_mean	area	crop_perc	crop_mosaic_perc	forest_perc	shrub_perc	grass_perc	barren_perc	imperv_perc	wet_perc	snow_perc	dom_land_cover	dom_land_cover_perc	geol_class_1st	geol_class_1st_perc	geol_class_2nd	geol_class_2nd_perc	carb_rocks_perc	geol_porosity	geol_permeability	sand_perc	silt_perc	clay_perc	org_carbon_content	bedrock_depth	water_table_depth	q_quality_control_perc	q_stream_stage_perc	consumptive_use	consumptive_use_perc	reservoirs_vol	regulation_degree
57830000	-3.2520007935229253e-06	0.02833407744109249	-0.0173772422062129	-0.0170748435621093	-0.0140302327189733	0.0038011995654793	0.065516139896524	0.065516139896524	2.0	ponte_do_itabapoana	-21.2061	-41.4639	2720.0	2792.806	high	3.70035	2.80127	2.60922	0.75703	0.96239	0.0	0.0	22.3	1.31176	djf	247.15	5.1705	jja	1.54158	0.4166	2.13387	1.99192	0.68342	150.85	0.4331	4.4589	2.95	2.56522	2.3	3.28571	0.0	68.0	694.5354	87.6136	2792.806	28.4817	24.6544	43.9244	2.8856	0.0126	0.0	0.0	0.0412	0.0	forest	43.9244	metamorphics	80.83	acid_plutonic_rocks	19.17	0.0	0.01	-13.2407	42.2651	16.8478	40.8444	14.3107	2173.6021	3026.2494	100.0	98.125	4.6289	0.8227	62.0	3.9454
57930000	-5.4364962868891515e-06	0.05107988493856067	-0.1039461322722599	-0.0137222455122604	-0.0074977694652099	0.0131301083345406	0.0765264139064481	0.1039461322722599	1.0	santa_cruz	-21.2219	-41.3081	3620.0	3719.831	high	3.62597	2.81897	2.58657	0.77744	0.93314	0.0	0.0	21.8	1.31325	djf	246.25	5.11954	jja	1.47985	0.40812	2.19903	1.99324	0.70464	152.3	0.4213	4.3091	2.1	2.47059	0.6	4.0	0.0	19.0	595.6206	86.3306	3719.831	31.1178	24.4809	41.9176	2.429	0.0238	0.0	0.0	0.031	0.0	forest	41.9176	metamorphics	72.78	acid_plutonic_rocks	26.72	0.0	0.011	-13.2565	43.0386	16.5493	40.3673	13.5634	2126.5455	3005.4731	100.0	96.153	5.812	1.076	90.0	4.4793
58030000	-3.419645177626477e-06	0.07358974496292697	-0.0973627178960015	-0.0703804057201086	0.0293230614096428	0.0560123181287606	0.0959908094572793	0.0973627178960015	3.0	estrada_do_cunha	-22.9939	-45.0439	796.0	776.8073	high	4.14108	2.75319	2.86684	0.66485	0.95793	0.0338	0.0	22.45	1.18783	djf	248.7	5.08069	jja	1.50176	0.3626	1.51362	1.08954	0.79986	175.35	0.7166	3.2876	0.0	0.0	0.0	0.0	0.0	808.0	1154.9157	76.4479	776.8073	10.9472	43.2594	41.4011	4.3924	0.0	0.0	0.0	0.0	0.0	crop_mosaic	43.2594	metamorphics	63.63	acid_plutonic_rocks	36.37	0.0	0.01	-13.7868	44.8273	17.1069	38.0345	18.0204	2147.0909	3031.0774	99.986	96.003	4.8946	0.8929	0.0	0.0
58060000	-3.3717033171012085e-06	0.07597646375793753	-0.1353071357322607	-0.0189121540993481	0.0266225579677428	0.0511572341601254	0.0737288710853484	0.1353071357322607	2.0	ponte_alta_1	-23.33	-45.1436	277.0	267.9615	high	4.85774	2.83865	3.2359	0.58436	0.81174	0.0433	0.0	24.6	1.16865	djf	262.0	5.26633	jja	2.49437	0.51732	0.24847	1.224	0.77628	173.36842	1.1085	5.2747	0.45273	1.0	0.0	0.0	0.0	920.0	1201.3404	75.1846	267.9615	0.3252	13.3983	85.3008	0.9756	0.0	0.0	0.0	0.0	0.0	forest	85.3008	metamorphics	57.07	acid_plutonic_rocks	42.93	0.0	0.01	-13.872	47.6365	15.7629	36.5977	23.1171	1556.1229	2910.7868	99.398	98.836	1.9942	0.219	0.0	0.0
58099000	-4.439294862433067e-06	0.060914863000657904	-0.1375759368294637	-0.0033997218654017	0.0140705818320346	0.0248719309239474	0.0792056927732373	0.1375759368294637	2.0	santa_branca	-23.3689	-45.9003	4940.0	4882.433	high	4.01568	2.77271	3.02738	0.69047	0.84734	0.0396	0.0	19.65	1.18731	djf	230.35	4.72998	jja	1.29527	0.32502	-0.73546	2.0663	0.82167	177.70588	0.6652	2.4931	0.0	0.0	0.0	0.0	0.0	631.0	938.5202	66.8905	4882.433	8.3759	33.0983	51.8744	3.9755	0.2445	0.0018	0.0	2.4295	0.0	forest	51.8744	metamorphics	59.37	acid_plutonic_rocks	37.98	0.0	0.0156	-13.4561	44.6685	17.1631	38.1751	17.5875	1878.9734	2526.6866	95.825	87.721	3.3347	0.7054	5170.0	223.9766
58142200	-7.21641300979929e-06	0.06514820364034642	-0.1145208232564996	-0.0284264290159118	0.0258798413871069	0.050066670761509	0.0553254760410936	0.1145208232564996	2.0	buquirinha_ii	-23.1247	-45.9072	407.0	413.3761	high	4.47093	2.55616	2.8281	0.57173	0.85195	0.05455	0.0	21.7	1.19559	djf	247.3	4.95095	jja	1.798	0.40215	2.34712	1.23882	0.77564	174.8	0.793	4.0843	0.0	0.0	0.0	0.0	0.0	568.0	856.8897	102.0996	413.3761	2.4498	50.0528	46.5048	0.9926	0.0	0.0	0.0	0.0	0.0	crop_mosaic	50.0528	metamorphics	79.01	acid_plutonic_rocks	20.38	0.0	0.0105	-13.1385	44.0412	18.1036	37.8518	17.4642	1731.4034	2618.3445	100.0	87.981	5.8311	0.8885	0.0	0.0
58183000	-3.122414250709431e-06	0.12106575475321946	-0.0923407318310061	-0.0621515987243145	-0.0414023186456476	0.0158982011721213	0.3028480428353865	0.3028480428353865	1.0	pindamonhangaba	-22.9117	-45.47	9600.0	9623.686	high	3.92956	2.69255	2.89758	0.68521	0.84789	0.04573	0.0	18.5	1.1859	djf	225.3	4.64536	jja	1.30692	0.33259	0.43181	0.795	0.83601	176.7	0.7048	2.1037	0.0	0.0	0.0	0.0	0.0	537.0	838.3254	63.2783	9623.686	7.0285	37.5355	47.2806	5.7378	0.2408	0.0118	0.5326	1.6323	0.0	forest	47.2806	metamorphics	52.41	acid_plutonic_rocks	28.44	0.0	0.044	-12.9758	44.7823	17.4052	37.8094	16.8479	1966.6266	2117.5793	100.0	73.689	10.1757	2.1332	6566.0	143.0269
58204000	-3.0194057205618304e-06	0.11108866571435977	-0.0776703597566094	-0.0600774660536033	-0.0154364427520284	-0.0049827895742053	0.2852902847784221	0.2852902847784221	1.0	guaratingueta	-22.8119	-45.1825	10800.0	10798.64	high	3.94136	2.69067	2.87831	0.68267	0.85588	0.04586	0.0	18.7	1.1873	djf	224.6	4.65975	jja	1.3082	0.33191	0.71582	0.66574	0.82863	175.3	0.6881	2.1018	0.0	0.0	0.0	0.0	0.0	532.0	827.2929	64.6006	10798.64	7.6283	38.3168	46.0627	5.8232	0.2213	0.0105	0.475	1.4622	0.0	forest	46.0627	metamorphics	51.5	acid_plutonic_rocks	26.55	0.0	0.0497	-12.8705	44.9068	17.3782	37.7084	16.766	2014.7889	2009.9295	100.0	75.565	10.6082	2.2217	6566.0	127.3404
58220000	-3.60773787621267e-06	0.07396338126318448	-0.0400943966180799	-0.0390088767561026	-0.0364511986419492	-0.0174243321196871	0.1826008638094398	0.1826008638094398	2.0	fazenda_santa_clara	-22.6925	-44.9753	240.0	252.6749	high	4.04899	2.70983	2.78387	0.66926	0.93346	0.0338	0.0	22.7	1.1701	djf	258.45	5.30154	jja	1.19317	0.29468	2.24339	1.22991	0.73814	172.3	0.4938	2.8836	1.5	1.15385	0.0	0.0	0.0	566.0	911.7387	91.8435	252.6749	10.6745	34.1794	53.7552	1.3908	0.0	0.0	0.0	0.0	0.0	forest	53.7552	metamorphics	71.77	acid_plutonic_rocks	28.23	0.0	0.01	-13.8999	43.8022	17.69	38.4863	17.2317	2086.4228	2761.6699	100.0	91.266	2.8808	0.6615	0.0	0.0
58258000	-6.067666618133989e-06	0.045555599032925664	-0.1137757361620153	-0.0047461318887659	0.0131089704535058	0.017149029181733	0.0397620060740941	0.1137757361620153	1.0	ponte_nova	-22.3861	-44.4164	190.0	203.8562	medium	4.85661	2.49421	2.97318	0.51357	1.01898	0.0281	0.0	22.65	1.15857	djf	252.75	5.20597	jja	3.0772	0.63361	2.36746	1.59054	0.6501	163.35	0.8159	7.92796	3.2	1.23077	8.25	8.25	0.0	441.0	848.3149	156.0731	203.8562	3.8693	37.9191	49.8281	8.2545	0.129	0.0	0.0	0.0	0.0	forest	49.8281	metamorphics	52.48	acid_plutonic_rocks	39.92	0.0	0.0104	-12.996	44.8795	17.8669	37.1934	18.4004	1688.3856	2151.1147	100.0	99.001	4.8649	0.4331	0.0	0.0
