	mean	std	min	25%	50%	75%	max	dif_max_abs	digit_dif_max_abs	gauge_name	gauge_lat	gauge_lon	area_ana	area_gsim	area_gsim_quality	p_mean	pet_mean	et_mean	aridity	p_seasonality	asynchronicity	frac_snow	high_prec_freq	high_prec_dur	high_prec_timing	low_prec_freq	low_prec_dur	low_prec_timing	q_mean	runoff_ratio	stream_elas	slope_fdc	baseflow_index	hfd_mean	Q5	Q95	high_q_freq	high_q_dur	low_q_freq	low_q_dur	zero_q_freq	elev_gauge	elev_mean	slope_mean	area	crop_perc	crop_mosaic_perc	forest_perc	shrub_perc	grass_perc	barren_perc	imperv_perc	wet_perc	snow_perc	dom_land_cover	dom_land_cover_perc	geol_class_1st	geol_class_1st_perc	geol_class_2nd	geol_class_2nd_perc	carb_rocks_perc	geol_porosity	geol_permeability	sand_perc	silt_perc	clay_perc	org_carbon_content	bedrock_depth	water_table_depth	q_quality_control_perc	q_stream_stage_perc	consumptive_use	consumptive_use_perc	reservoirs_vol	regulation_degree
32740000	-6.428553061267567e-06	0.025401408369269195	-0.0178195246951659	-0.0142969400587548	-0.0094811656358892	-0.005059079121607	0.0604604000777452	0.0604604000777452	1.0	maracacume	-2.0536	-45.9556	2200.0	2515.847	low																																																												
32830000	-5.968902020478472e-06	0.014102227663662151	-0.0120848184354841	-0.0101810417936952	-0.0052634913857089	0.0083945967250333	0.0298179539445873	0.0298179539445873	2.0	alto_turi	-2.9442	-45.6672	3870.0	3892.607	high	5.4399	3.28741	3.3237	0.60432	-0.89039	0.31415	0.0	10.6	1.09278	mam	184.75	3.91005	son	2.01513	0.36818	1.2655	5.23807	0.65865	228.57895	0.0621	7.41315	8.76479	10.875	128.34878	60.66667	0.0	20.0	72.5495	11.7025	3892.607	6.4912	20.6725	55.5067	16.9737	0.0024	0.0049	0.0	0.2144	0.134	forest	55.5067	siliciclastic_sedimentary_rocks	99.45	unconsolidated_sediments	0.55	0.0	0.1902	-15.1789	42.6008	20.2606	37.1583	6.8086	4337.9314	270.3471	99.261	96.783	0.8035	0.1092	0.0	0.0
33025000	-7.336003638666773e-06	0.005344004482621787	-0.006143070911923	-0.0035865644176225	-0.0013389114378268	0.0031192324714092	0.0079660617374855	0.0079660617374855	7.0	vale_do_pindare	-4.6969	-46.9347	5480.0	5496.676	high	3.61359	3.30773	2.62916	0.91536	-0.69689	0.30382	0.0	16.85	1.22545	djf	212.45	4.88953	jja	0.36527	0.09918	2.49699	3.11949	0.74221	205.53333	0.0452	1.2487	3.40718	9.28571	54.46251	45.17391	0.0	136.0	265.7085	28.3379	5496.676	32.7157	23.6944	42.8012	0.7714	0.0	0.0	0.0	0.0172	0.0	forest	42.8012	unconsolidated_sediments	79.85	siliciclastic_sedimentary_rocks	20.13	0.0	0.2139	-12.9585	49.2512	14.671	36.0677	6.1668	4253.3877	1849.1465	95.387	78.905	1.6631	1.2474	0.0	0.0
33075000	-7.853485376822249e-06	0.02969199967112333	-0.0211836222494734	-0.0166433464687809	-0.0143042816265502	-0.0009247147326818	0.064958129866129	0.064958129866129	1.0	ponte_br-222	-4.2989	-46.4944	4750.0																																																														
33170000	-6.101988638110483e-06	0.025336114610389968	-0.0485724197399876	-0.0080288948113204	0.000715285709446	0.0170349107978911	0.0345977563347502	0.0485724197399876	1.0	esperantina	-4.0339	-45.7786	5930.0	5872.543	high	3.6656	3.26429	2.72976	0.89052	-0.70017	0.31603	0.0	17.6	1.23509	mam	212.9	4.95116	jja	0.34089	0.0945	2.01853	3.46283	0.58929	212.61111	0.0373	1.3598	28.53914	6.29213	104.98326	25.75	0.0	34.0	229.8363	42.4752	5872.543	4.5425	34.035	58.0437	3.2014	0.0	0.0	0.0	0.1532	0.0242	forest	58.0437	unconsolidated_sediments	60.53	siliciclastic_sedimentary_rocks	39.47	0.0	0.2082	-13.1387	44.4701	16.5237	38.9866	7.0334	4176.7084	2967.1019	98.111	93.812	0.8401	0.6752	33.0	4.5163
33190000	-5.761829035055771e-06	0.04353359122837497	-0.1019530406753897	-0.0011090773683914	0.0089491162167962	0.0265540785738229	0.0424282985455631	0.1019530406753897	1.0	pindare-mirim	-3.6597	-45.4661	35400.0	35353.15	high	4.00601	3.28767	2.80056	0.82068	-0.79109	0.30594	0.0	13.3	1.20909	mam	190.15	4.60412	jja	0.53492	0.13353	1.23908	4.39669	0.69625	224.25	0.0705	1.8909	8.05	16.1	95.75	37.54902	0.0	10.0	198.4955	30.4645	35353.15	12.8651	29.1923	50.729	7.0734	0.0019	0.0	0.0	0.1124	0.026	forest	50.729	unconsolidated_sediments	53.78	siliciclastic_sedimentary_rocks	46.19	0.0	0.2061	-13.3865	44.0157	16.901	39.0738	7.1669	4332.756	1780.3188	100.0	94.647	1.1268	0.5771	49.0	0.7099
33205000	-6.646196381824195e-06	0.10024003270934409	-0.0564512544218323	-0.0504376378181954	-0.0402396099185045	-0.0333756267013618	0.246882434052492	0.246882434052492	1.0	fazenda_remanso	-5.7658	-45.98	3730.0	3757.069	high	3.05746	3.35445	2.44574	1.09714	-0.70282	0.3271	0.0	16.6	1.16084	djf	218.5	5.13514	jja	0.58022	0.18977	0.79434	1.15288	0.77593	192.4	0.2823	1.4486	0.15	3.0	0.0	0.0	0.0	173.0	338.0899	28.2745	3757.069	4.0937	46.5987	23.9314	25.3537	0.0	0.0	0.0	0.0226	0.0	crop_mosaic	46.5987	siliciclastic_sedimentary_rocks	84.21	basic_volcanic_rocks	15.79	0.0	0.2002	-13.7577	57.8437	14.6721	27.4835	7.0542	3382.0257	1459.6727	100.0	92.183	1.0228	0.4829	0.0	0.0
33250000	-5.109496510243468e-06	0.12211066370567608	-0.2299824466894572	-0.0204654828351164	0.0068475637369273	0.0672345366373544	0.1612064221984183	0.2299824466894572	1.0	barra_do_corda	-5.5006	-45.2436	13200.0	13186.4	high	2.98654	3.36161	2.37046	1.12559	-0.56847	0.32648	0.0	17.1	1.1875	djf	218.85	5.49874	jja	0.36274	0.12146	0.31389	0.71333	0.87359	194.25	0.2192	0.6623	0.0	0.0	0.0	0.0	0.0	85.0	273.4849	26.3317	13186.4	3.6345	29.0061	43.2153	23.9842	0.0	0.0043	0.0	0.1555	0.0	forest	43.2153	siliciclastic_sedimentary_rocks	87.92	basic_volcanic_rocks	8.3	0.0	0.2011	-14.2826	59.0145	14.2816	26.7004	6.4965	3178.7931	1467.1646	100.0	91.964	0.7278	0.5497	0.0	0.0
33260000	-5.766015106975883e-06	0.1131845497804053	-0.2068940330277591	-0.0191876929478054	0.0058897343923184	0.0734006510408956	0.1697220575679685	0.2068940330277591	1.0	santa_vitoria	-5.1019	-44.9614	15400.0	15465.18	high	3.02361	3.36452	2.39289	1.11275	-0.56455	0.32686	0.0	17.15	1.19512	djf	215.95	5.43955	jja	0.3124	0.10332	0.578	0.67796	0.86312	196.4	0.1894	0.631	0.0	0.0	0.0	0.0	0.0	59.0	259.6246	26.5292	15465.18	4.2122	29.3665	45.281	20.9544	0.0	0.0037	0.0	0.1821	0.0	forest	45.281	siliciclastic_sedimentary_rocks	87.69	basic_volcanic_rocks	7.65	0.0	0.1989	-14.3993	57.9541	14.6856	27.3564	6.4174	3178.4531	1463.6749	100.0	95.277	0.805	0.706	0.0	0.0
33270000	-1.116582364697672e-05	0.09292989290724436	-0.0497369690905351	-0.045229410549187	-0.0388235140758998	-0.032594868801444	0.232584716425256	0.232584716425256	1.0	flores	-5.4194	-44.9278	1320.0	1332.01	high	3.16653	3.36555	2.4589	1.06285	-0.57708	0.33327	0.0	21.35	1.19944	mam	241.05	5.38058	jja	0.11534	0.03548	1.14231	2.33116		198.66667	0.0111	0.3389	5.8852	3.6129	57.27557	45.41667	0.0	105.0	212.1461	26.3259	1332.01	4.2306	29.7913	43.3702	22.5014	0.0	0.0	0.0	0.1065	0.0	forest	43.3702	siliciclastic_sedimentary_rocks	97.88	basic_volcanic_rocks	2.05	0.0	0.1879	-15.1433	58.9122	14.8174	26.2683	6.0093	2486.2883	1662.3807	95.154	90.924	0.9603	2.281	0.0	0.0
33281000	-6.52826739785179e-06	0.09291247751874743	-0.1780570226910083	-0.0150092418961964	0.0139473600438055	0.04891690014612	0.1121231017784621	0.1780570226910083	1.0	pedreiras_ii	-4.57	-44.6106	24000.0	24096.01	high	3.21903	3.38986	2.50892	1.05307	-0.632	0.33	0.0	16.2	1.17818	mam	210.55	5.35751	jja	0.31074	0.09653	1.05834	1.02686	0.78875	200.95	0.1401	0.84696	1.45	4.83333	0.0	0.0	0.0	27.0	221.4075	26.0267	24096.01	5.3889	32.3671	44.9386	16.8527	0.0098	0.0027	0.0	0.4402	0.0	forest	44.9386	siliciclastic_sedimentary_rocks	85.65	mixed_sedimentary_rocks	9.1	0.0	0.1957	-14.6623	55.8779	16.0633	28.0548	6.2704	3188.4679	1350.7456	100.0	97.372	1.1981	1.0564	1033.0	37.798
33290000	-6.200396825419548e-06	0.08401123341228005	-0.1610188349496955	-0.0220369508940142	0.0018608704097616	0.0584996389408152	0.1093232182380894	0.1610188349496955	1.0	bacabal	-4.2194	-44.7653	25500.0	25685.92	high	3.29953	3.39534	2.52881	1.02904	-0.65564	0.33156	0.0	15.75	1.16236	mam	206.95	5.46764	jja	0.34956	0.10594	1.32632	1.41377	0.76436	210.3	0.1315	1.05726	1.7	17.0	0.0	0.0	0.0	16.0	211.7081	25.3264	25685.92	5.0722	33.2149	44.2806	16.9963	0.0092	0.0026	0.0	0.4242	0.0	forest	44.2806	siliciclastic_sedimentary_rocks	86.52	mixed_sedimentary_rocks	8.55	0.0	0.1953	-14.6824	55.4204	16.5719	28.0038	6.3107	3207.5951	1272.347	100.0	89.555	1.2727	0.9975	1033.0	31.5199
33321000	-6.638651557111384e-06	0.010442727964063394	-0.0168780795869972	-0.0025775090041118	-0.0002543176853138	0.0058350339112114	0.0196580696829873	0.0196580696829873	4.0	grajau_ii	-5.8222	-46.1422	4510.0	4509.103	high	3.22459	3.34504	2.53489	1.03736	-0.49437	0.3245	0.0	15.9	1.13571	djf	214.45	4.96412	jja	0.40363	0.12449	2.37956	2.80964	0.51791	194.16667	0.0496	1.5979	22.40952	4.12037	88.53019	24.41667	0.0	144.0	308.1946	23.2741	4509.103	4.7166	59.0081	17.8255	18.4476	0.0	0.0	0.0	0.0021	0.0	crop_mosaic	59.0081	siliciclastic_sedimentary_rocks	56.07	basic_volcanic_rocks	41.25	0.0	0.1497	-13.7506	54.6396	15.3882	29.9604	6.8817	3049.9405	1237.2539	99.288	97.276	0.8681	0.5892	0.0	0.0
33330000	-7.821971919111612e-06	0.04312329274947335	-0.0283540725171778	-0.0231450620780035	-0.01928751472741	-0.0051217707512073	0.0989700043360188	0.0989700043360188	1.0	fortaleza	-5.5944	-46.2403	3590.0	3610.739	high	3.3196	3.35109	2.5675	1.00948	-0.44431	0.3131	0.0	18.75	1.15741	djf	225.0	4.77707	jja	0.36038	0.107	3.16453	3.47225	0.44778	197.11111	0.0233	1.6702	55.01183	13.83333	193.22969	74.31373	0.0	124.0	245.2226	24.8559	3610.739	12.1351	35.0491	49.8206	2.9768	0.0	0.0026	0.0	0.0157	0.0	forest	49.8206	siliciclastic_sedimentary_rocks	43.91	mixed_sedimentary_rocks	42.78	0.0	0.1938	-13.6033	54.7009	15.242	30.0688	6.0578	3265.3685	1260.7314	98.07	95.154	0.7189	0.5465	0.0	0.0
33380000	-5.753177192133003e-06	0.009701471059356533	-0.0115788888947649	-0.0057591987219893	-0.0026359791863653	0.0034721783194688	0.0181302497725691	0.0181302497725691	2.0	aratoi_grande	-3.7722	-45.2181	20300.0	20359.21	high	3.54794	3.3318	2.60187	0.93908	-0.62049	0.32227	0.0	14.1	1.18487	mam	195.0	4.80888	jja	0.4241	0.11888	1.84014	5.08194	0.59607	220.29412	0.0178	1.9726	59.12582	27.7561	166.51867	128.2	0.0	16.0	211.6917	29.4605	20359.21	6.038	45.936	40.3034	7.6793	0.0	0.0005	0.0	0.0428	0.0	crop_mosaic	45.936	siliciclastic_sedimentary_rocks	69.58	unconsolidated_sediments	11.18	0.0	0.1841	-14.2537	50.4582	17.1856	32.3536	6.8414	3611.9862	1327.9942	96.236	94.757	1.0026	0.6477	0.0	0.0
33420000	-5.546403988957241e-06	0.12662518360442884	-0.0813856282429189	-0.0714939301189072	-0.0273924361705186	-0.015556141998825	0.327283287418932	0.327283287418932	1.0	mirador	-6.3708	-44.3603	6060.0	6035.279	high																																																												
